ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed
SE-40016070,PR-40017247,Story House Early Learning Noble Park,Story House Early Learning No 27 Pty Ltd,Centre-Based Care,61-63 Chandler Road,NOBLE PARK,VIC,3174,733975000,,noblepark@shel.edu.au,,92,22/01/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016092,PR-40002234,TeamKids - Thornbury Primary,Team Holiday Pty Ltd,Centre-Based Care,16 Hutton Street,THORNBURY,VIC,3071,1300035000,,info@teamkids.com.au,That the Approved Provider only provide education and care to school aged children and only operate at this location during school holiday periods.,50,17/06/2019,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016097,PR-00001778,Robina Scott Kindergarten Inc.,Robina Scott Kindergarten Inc,Centre-Based Care,83 Cecil St,WILLIAMSTOWN,VIC,3016,393976792,,director@robinascott.com.au,,43,10/07/2019,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,8:00,17:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016133,PR-40018716,Gumboots Early Learning South Morang,GUMBOOTS EARLY LEARNING SOUTH MORANG PTY LTD,Centre-Based Care,289 The Lakes Bvd,SOUTH MORANG,VIC,3752,388665569,,southmorang@gumbootselc.com.au,,114,21/08/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016137,PR-40019374,Leopold Early Learning Centre,Leopold ELC Pty Ltd as trustee for Leopold ELC Unit Trust,Centre-Based Care,688 Bellarine Hwy,LEOPOLD,VIC,3224,370202361,,brooke@cclpc.com.au,,114,18/09/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,7:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016140,PR-40019856,Richmond West Primary School Breakfast Club,Richmond West Primary School Council,Centre-Based Care,25 Lennox St,RICHMOND,VIC,3121,03 9429 2950,03 9428 0203,kennedy.tip.m@edumail.vic.gov.au,The Approved Provider may only provide Before School Hours Care at this location.,75,12/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,,7:15,8:45,7:15,8:45,7:15,8:45,7:15,8:45,7:15,8:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016183,PR-00001947,Church Street Children's Centre,Early Childhood Management Services Inc,Centre-Based Care,47 Church St,WEST FOOTSCRAY,VIC,3012,396872010,,churchstreet@ecms.org.au,,98,26/11/2019,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016186,PR-40002234,TeamKids - Community Bank Stadium,Team Holiday Pty Ltd,Centre-Based Care,"Diamond Creek East Primary, 129-163 Main Hurstbridge Rd",DIAMOND CREEK,VIC,3089,1300035000,,info@teamkids.com.au,The approved provider may only operate Vacation care at this location during school holidays. The approved provider must ensure that children participate in regular outings to the school grounds.,60,20/12/2019,,,,,,,,,,,,,,,,,,,1/07/2020,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,No
SE-40016191,PR-00001621,Carlton Learning Precinct,The Lady Gowrie Child Centre (Melbourne) Inc.,Centre-Based Care,Corner Palmerston Street and Drummond Street,CARLTON,VIC,3053,422904774,,MichelleD@gowrievictoria.org.au,,99,26/11/2019,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016289,PR-40011145,Eastwood PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Eastwood Primary School, 49A Alexandra Rd",RINGWOOD EAST,VIC,3135,,,eastwood@theircare.com.au,,75,28/06/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016305,PR-40004402,Ivanhoe OSHClub,OSHCLUB PTY LTD,Centre-Based Care,"Ivanhoe Primary School, 124 Waterdale Rd",IVANHOE,VIC,3079,400059251,,jagvicsa@junioradventuresgroup.com.au,The approved provider may only operate Vacation care at this location during school holidays.,150,20/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016339,PR-40012833,Launchpad Early Learning Centre,Edukids Enterprises Pty Ltd,Centre-Based Care,150 Main Rd,LOWER PLENTY,VIC,3093,384183999,,della@launchpadelc.com.au,,124,27/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016346,PR-40004402,Sacre Coeur Oshclub,OSHCLUB PTY LTD,Centre-Based Care,"Sacre Coeur School, 172 Burke Rd",GLEN IRIS,VIC,3146,,,jagvicsa@junioradventuresgroup.com.au,,100,21/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:20,7:00,8:20,7:00,8:20,7:00,8:20,7:00,8:20,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No
SE-40016414,PR-00001946,Tarneit YMCA Early Learning Centre,Victorian YMCA Community Programming Pty Ltd,Centre-Based Care,53 Mulholland Dr,TARNEIT,VIC,3029,383202610,,tarneit@ymca.org.au,,120,9/01/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016461,PR-40000805,VERMONT CHILDREN'S CENTRE,LOMIROAE PTY. LTD.,Centre-Based Care,21 Stevens Rd,VERMONT,VIC,3133,398789800,,rambalawarner@lomiroae.com.au,,47,10/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016466,PR-40004334,Big Childcare - Fitzroy PS OSHC,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Centre-Based Care,"Fitzroy Primary School, 319 George St",FITZROY,VIC,3065,386829400,,fitzroy@bigchildcare.com,,35,4/09/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:30,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016478,PR-40008823,"All Day Long, Childcare and Education",ALL DAY LONG PTY LTD,Centre-Based Care,337 Charlemont Rd,ARMSTRONG CREEK,VIC,3217,352641446,,sian@alldaylong.com.au,,118,2/10/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016505,PR-40013561,KinderPlay Early Learning Centre,KinderPlay Early Learning Centre Pty Ltd ATF Affinity Investment Trust,Centre-Based Care,303 Springvale Rd,FOREST HILL,VIC,3131,398940901,,kinderplayelc@gmail.com,,26,19/08/2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-20,,,,,,,,,,,Yes,No,No,No,No,No,No,8:30,18:00,8:30,18:00,8:30,18:00,8:30,18:00,8:30,18:00,9:00,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016514,PR-00003187,Shine Early Learning St Albans,SHINE EARLY LEARNING PTY LTD,Centre-Based Care,52 Ivanhoe Ave,ST ALBANS,VIC,3021,450323236,,info@shinepreschool.com.au,,100,18/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016527,PR-40020576,Kids on Rennie,Kids on Rennie Pty Ltd ATF Kids on Rennie Trust,Centre-Based Care,41 Rennie St,LARA,VIC,3212,342461000,,michelle@kidsonrennie.com.au,,152,22/01/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016528,PR-40002234,TeamKids - Chatham Primary,Team Holiday Pty Ltd,Centre-Based Care,47A Weybridge Street,SURREY HILLS,VIC,3127,1300035000,,info@teamkids.com.au,,80,21/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,7:15,18:00,,,,,No
SE-40016529,PR-40002234,TeamKids - Footscray City Primary,Team Holiday Pty Ltd,Centre-Based Care,10 Hyde Street,FOOTSCRAY,VIC,3011,1300035000,,info@teamkids.com.au,The approved provider may only operate Vacation care at this location during school holidays.,80,8/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016530,PR-40002234,TeamKids - St Leonard's College,Team Holiday Pty Ltd,Centre-Based Care,163 South Road,BRIGHTON EAST,VIC,3187,1300035000,,info@teamkids.com.au,,80,8/08/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,7:00,8:30,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,No
SE-40016538,PR-00003046,Wallaby Childcare Sanctuary Lakes,Wallaby Childcare Pty Ltd,Centre-Based Care,80 Sanctuary Lakes North Bvd,POINT COOK,VIC,3030,1300 150 995,,sanctuarylakes@wallabychildcare.com.au,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",114,12/11/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016544,PR-00002783,Youth Leadership Victoria Inc-St John Vianney OSHC,Youth Leadership Victoria Inc,Centre-Based Care,17 Brisbane Terrace,PARKDALE,VIC,3195,387906511,309488156,rita@ylv.com.au,,25,6/09/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,7:00,8:45,,,,,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,15:30,18:00,,,,,,,,,,,,,,,,,,,No
SE-40016561,PR-40019794,Whiz Kidz Early Learning Centre Craigieburn,Whiz Kidz Early Learning Centre Craigieburn Pty Ltd,Centre-Based Care,"D-05, 420-440, Craigieburn Road",CRAIGIEBURN,VIC,3064,393337172,,craigieburn@whizkidz.com.au,"The approved provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces.",140,9/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016564,PR-00001879,Sparkways Early Learning Carrum Downs,TRY AUSTRALIA CHILDREN'S SERVICES,Centre-Based Care,47 Yazaki Way,CARRUM DOWNS,VIC,3201,475555644,,carrumdowns@try.org.au,Rooms 1A and 2A and their adjacent outdoor areas 1A and 2A are not approved for education and care and have not been included in the calculation of indoor and outdoor space measurements. ,98,18/12/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016570,PR-00001307,Seymour Family and Children's Centre,Children's Protection Society Inc,Centre-Based Care,"Seymour Primary School, 29-47 Stewart St",SEYMOUR,VIC,3660,35792373,,lferguson@kidsfirstaustralia.org.au,,66,30/01/2020,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,9:15,14:15,9:15,14:15,,,9:15,14:15,9:15,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016606,PR-40001728,Brady Bunch Early Learning Centre Bendigo,Brady Bunch Early Learning Centre Burpengary Pty Ltd,Centre-Based Care,11-15 Apsley St,STRATHFIELDSAYE,VIC,3551,354395541,,admin@bradybunchelc.com.au,"BARR Conditions - Non-school site

2)	As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.	the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.	the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.		the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
i.	a list of the service’s emergency contact details;
ii.	procedures for monitoring and managing bushfire risks and events;
iii.	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
iv.	procedures for notifying families of children enrolled at the service of any closure;
v.	procedures for reviewing and updating the Emergency Management Plan (EMP).
d.	the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.	by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.
",114,18/11/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016615,PR-00006643,Kids by the Bay BUB HUB,Kids by the Bay Children's Centre Pty Ltd,Centre-Based Care,81 Cecil St,WILLIAMSTOWN,VIC,3016,393975467,,admin@kidsbythebay.com.au,"The Approved Service must only educate and care for children aged 0 to 35 months.
 The Approved Service must comply with soil management plan on page 17 of the ‘Environmental Assessment - 81 Cecil Street, Williamstown.pdf’ provided on 12/11/2019.  
 This is a multi-level service. The Approved Provider is required to ensure that education and care must only take place on the ground floor
",20,9/07/2020,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,7:00,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016618,PR-40011145,St Joseph's Beechworth TheirCare,TheirCare Pty Ltd,Centre-Based Care,"St Josephs Primary School, 6 Priory Lane",BEECHWORTH,VIC,3747,,,stjosephsbeechworth@theircare.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a. the service does not operate on any day the Victorian Emergency Management Commissioner declares to be a day of ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b. the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulation include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c. the Emergency Management Plan (EMP) is kept up to date,  reflects the service’s operating context and includes:
       i. a list of the service’s emergency contact details;
      ii. procedures for monitoring and managing bushfire risks and events;
     iii. Procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
      iv. procedures for notifying families of children enrolled at the service of any closure;
       v. procedures for reviewing and updating the Emergency Management Plan(EMP).
d. the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e. by 1 September of each year, submit a copy of the service’s Emergency Management Plan (EMP)
        i. to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal; and
       ii. where a service operates from a school premises, to the principal of the school.
",30,10/09/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,,,,,,,,,,,,,,,No
SE-40016620,PR-40019918,Worthington Place Early Learning Centre and Kindergarten,WORTHINGTON PLACE EARLY LEARNING CENTRE AND KINDERGARTEN PTY LTD,Centre-Based Care,2 Worthington Bvd,PAKENHAM,VIC,3810,359415540,,admin@worthingtonplaceelc.com.au,,68,9/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016650,PR-40020301,Woodlands Roxburgh Park,Woodlands Greenvale PTY LTD,Centre-Based Care,203A James Mirams Dve,ROXBURGH PARK,VIC,3064,03 8580 2407 or 1800651202,,info@woodlandelc.com,,134,18/11/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,6:30,8:30,,,,,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,15:15,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40016667,PR-40019379,Little Charlie's Early Learning Centre,HARMONIC TRADING PTY LTD,Centre-Based Care,21 Selman Ave,FERNTREE GULLY,VIC,3156,397523719,,ferntreegully@littlecharlies.com.au,,62,27/12/2019,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016671,PR-40020004,HEI Schools Lara Early Learning Centre,FINNISH EARLY CHILDHOOD EDUCATION (LARA) PTY LTD,Centre-Based Care,69-71 Buckingham St,LARA,VIC,3212,352822575,,kenyukamming@yahoo.com,,131,28/11/2019,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No
SE-40016673,PR-40002637,Kelly Club OSHC St Leonards Primary School,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Centre-Based Care,"St Leonards Primary School, 1339-1341 Murradoc Rd",ST LEONARDS,VIC,3223,,,jeff@kellycluboshc.com.au,"The Approved Provider may only operate After School Care at this location  
",30,24/09/2019,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:10,18:00,15:10,18:00,15:10,18:00,15:10,18:00,15:10,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-40016676,PR-40000136,Hippity Hop Childcare,HIP HOP PTY. LTD.,Centre-Based Care,6 Youngs Rd,YARRAMBAT,VIC,3091,94361408,,yarrambat@hippityhopchildcare.com.au,"The approved provider must ensure that the swimming pool on the service premises is:
a.	Covered, and remains covered, with an impenetrable pool cover.
b.	Enclosed with a fence or barrier of a suitable design, height and location to prevent a child from going over it, through it or under it; and
i.	children are prevented from entering the enclosed area at all times.
 The approved provider must ensure that the dam on the service premises is:
a.	Enclosed with a fence or barrier of a suitable design, height and location to prevent a child from going over it, through it or under it; and,
i.	children are prevented from entering the enclosed area at all times. 
 The approved provider must ensure that the wood fire heaters are not used while education and care services are being provided at the service.
 As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved rovider must ensure that:
a.		the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.		the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.			the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
i.	a list of the service’s emergency contact details;
ii.	procedures for monitoring and managing bushfire risks and events;
iii.	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
iv.	procedures for notifying families of children enrolled at the service of any closure;
v.	procedures for reviewing and updating the Emergency Management Plan (EMP).
d.		the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.		by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",80,15/07/2020,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
